X,Y,SMEDBOEscolas_municipaisOBJECTID,SMEDBOEscolas_municipaiscod_SMA,SMEDBOEscolas_municipaisDESIGNACAO,SMEDBOEscolas_municipaisChave,SMEDBOEscolas_municipaiscod_INEP,SMEDBOEscolas_municipaisNome_Escola,SMEDBOEscolas_municipaisendereco,SMEDBOEscolas_municipaiscod_Bairro,SMEDBOEscolas_municipaisBairro,SMEDBOEscolas_municipaisCRE,SMEDBOEscolas_municipaiscod_atividade,SMEDBOEscolas_municipaistelefones,SMEDBOEscolas_municipaisflg_valida,SMEDBOEscolas_municipaisOBS,SMEDBOEscolas_municipaislink_cartela,SMEDBOEscolas_municipaisano_criacao,SMEDBOEscolas_municipaisflg_ativa,SMEDBOEscolas_municipaisData_Inc,SMEDBOEscolas_municipaisData_Atv_Conv,SMEDBOEscolas_municipaisData_Desatv_Conv,SMEDBOEscolas_municipaisData_Atv,SMEDBOEscolas_municipaisData_Desatv,SMEDBOEscolas_municipaisTP_status_RioUrbe,SMEDBOEscolas_municipaisCod_RioUrbe,SMEDBOEscolas_municipaiscod_conveniada,SMEDBOEscolas_municipaisGlobalID,SMEDBOEscolas_municipaisFlag_Escola_Amanha,SMEDBOEscolas_municipaisFlg_UPP,SMEDBOEscolas_municipaisFlg_Gestao,SMEDBOEscolas_municipaisLink_Foto,SMEDBOEscolas_municipaisFlg_saude_escola,SMEDBOEscolas_municipaisData_Inauguracao,SMEDBOEscolas_municipaisDesignacao_num,SMEDBOEscolas_municipaisNome_abrev,SMEDBOEscolas_municipaisCod_microarea,SMEDBODados_Unidades_escolaresOBJECTID,SMEDBODados_Unidades_escolaresCRE,SMEDBODados_Unidades_escolaresDESIGNACAO,SMEDBODados_Unidades_escolaresNome_Escola,SMEDBODados_Unidades_escolaresGlobalID,SMEDBODados_Unidades_escolaresTurmasCreche,SMEDBODados_Unidades_escolaresTurmasPreEscola,SMEDBODados_Unidades_escolaresTurmasCA,SMEDBODados_Unidades_escolaresTurmasPrimario,SMEDBODados_Unidades_escolaresTurmasGinasio,SMEDBODados_Unidades_escolaresTurmasCe,SMEDBODados_Unidades_escolaresTurmasProjetos,SMEDBODados_Unidades_escolaresTurmasPeja,SMEDBODados_Unidades_escolaresSalasAula,SMEDBODados_Unidades_escolaresTurmasEI,SMEDBODados_Unidades_escolaresDesigna
-43.618705338403366,-22.917182770833737,1582,44147,0918094,,,Escola Municipal Paulo Renato Souza,,147,Cosmos,09,1,,,,,,1,2012-02-14T17:58:18.000Z,,,2013-01-22T21:15:53.000Z,,0,,,{3C2523D9-E7EB-4DB9-9DB1-3B5B3E738196},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0918094.jpg,1,2011-12-31T00:00:00.000Z,918094,EM Paulo Renato Souza,9.23,1004,,0918094,Escola Municipal Paulo Renato Souza,{730620D4-48B2-44A9-951D-9D3BB77A1704},0,6,9,5,0,0,0,0,13,6,0918094
-43.65607512904009,-22.913408517602214,1583,44107,1019801,,,Espaço de Desenvolvimento Infantil Sargento Izo Gomes Patrício ,,149,Santa Cruz,10,4,,,,,,1,2012-02-16T16:01:24.000Z,,,2013-03-11T15:30:34.000Z,,0,,,{948484B9-1956-4329-8525-AD46A46AC1C7},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/1019801.jpg,1,2011-12-31T00:00:00.000Z,1019801,EDI Sargento Izo Gomes Patrício,10.5,1167,,1019801,Espaço de Desenvolvimento Infantil Sargento Izo Gomes Patrício ,{CF779867-7A66-495A-BD24-406DB45B9E19},7,2,0,0,0,0,0,0,2,9,1019801
-43.284476300464959,-22.975728010362566,1584,44108,0208801,,,Espaço de Desenvolvimento Infantil Igor Moraes da Silva,"Estrada de Furnas, 1.467",34,Alto da Boa Vista,02,4,,,Antido prédio da EM Mata Machado,,,1,2012-04-02T16:17:04.000Z,,,2013-01-22T21:15:53.000Z,,0,,,{B057A06D-77C4-4099-AD38-B8A4EDEFA4EF},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0208801.jpg,1,2011-12-31T00:00:00.000Z,208801,EDI Igor Moraes da Silva,2.11,1692,,0208801,Espaço de Desenvolvimento Infantil Igor Moraes da Silva,{2F981461-C936-4787-877F-9CD744E8D0B9},7,0,0,0,0,0,0,0,2,7,0208801
-43.198580664200762,-22.93105418853942,1585,44239,0123004,,,Escola Municipal Juan Antonio Samaranch,,7,Rio Comprido,01,1,,,,,,1,2012-04-02T16:41:11.000Z,,,2013-01-22T21:15:53.000Z,,0,,,{48C4460E-3533-4686-8654-14AB50976E82},0,2,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0123004.jpg,0,2012-12-31T00:00:00.000Z,123004,EM Juan Antonio Samaranch,1.11,1588,,0123004,Escola Municipal Juan Antonio Samaranch,{44515E99-B949-4B85-8225-D629E109FDAA},0,0,0,5,5,0,0,0,15,0,0123004
-43.269147390221022,-22.866993924855588,1586,44387,0312802,,,Espaço de Desenvolvimento Infantil Lucia Maria Batista de Albuquerque,,156,Complexo do Alemão,03,4,,,Sem ponto exato pelo Endereço. A confirmar local (terreno da EM Vera Saback),,,1,2012-04-02T17:07:28.000Z,,,2013-01-22T21:15:53.000Z,,0,,,{8E7523AE-3F69-47D1-B7AA-B65B91BA7FFA},0,1,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0312802.jpg,1,2011-12-31T00:00:00.000Z,312802,EDI Lucia Mª Batista de Albuquerque,3.24,59,,0312802,Espaço de Desenvolvimento Infantil Lucia Maria Batista de Albuquerque,{7DC57EEB-1A57-4E2E-A3AA-29A3B721381B},6,2,0,0,0,0,0,0,2,8,0312802
-43.275281251374352,-22.865266357283332,1587,44418,0312803,,,Espaço de Desenvolvimento Infantil Professora Luiza Helena Maia Medeiros,Tv Guanajuato SN,54,Inhauma,03,4,,n,a confirmar localização (Guadalajara II),,,1,2012-06-06T15:38:44.000Z,,,2013-01-22T21:15:53.000Z,,0,,,{B5A794DC-B513-475C-9BB0-A62C75C0B5C6},0,1,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0312803.jpg,1,2012-12-31T00:00:00.000Z,312803,EDI Profª Luiza Helena Maia Medeiros,3.20,60,,0312803,Espaço de Desenvolvimento Infantil Professora Luiza Helena Maia Medeiros,{FBA2B67F-B355-4F2B-9577-ECF88A37FA6F},3,2,0,0,0,0,0,0,1,5,0312803
-43.273957802061737,-22.851920399663914,1588,44459,0410804,,,Espaço de Desenvolvimento Infantil Sargento Jorge Faleiro Souza,Rua Wilson de Lasheras Silva s/nº - ,42,Olaria,04,4,,,bairro informado não confere com bairro do logradouro (campo do furão),,,1,2012-06-06T15:46:36.000Z,,,2013-01-22T21:15:53.000Z,,0,,,{EEF98273-AF22-4513-B694-ED6FE9C0BB2B},0,2,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0410804.jpg,0,2012-12-31T00:00:00.000Z,410804,EDI Sargento Jorge Faleiro Souza,4.15,179,,0410804,Espaço de Desenvolvimento Infantil Sargento Jorge Faleiro Souza,{85DCCBD1-FD2B-4B71-AF46-8BE31C9951CE},3,0,0,0,0,0,0,0,4,3,0410804
-43.308095781801114,-22.873579667195401,1589,44468,0312804,,,Espaço de Desenvolvimento Infantil Professora Tania Martins Novo Lenz,"Rua Italia D`Incau, SN",56,Tomás Coelho,03,4,,,"sem número, ponto no meio do logradouro (vila caramuru)",,,1,2012-07-04T12:01:25.000Z,,,2013-01-22T21:15:53.000Z,,0,,,{5745A204-B441-4C09-A078-10F14C79B385},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0312804.jpg,1,2012-12-31T00:00:00.000Z,312804,EDI Profª Tania Martins Novo Lenz,3.9,61,,0312804,Espaço de Desenvolvimento Infantil Professora Tania Martins Novo Lenz,{13BED802-BCF4-4AEA-9A42-B1DAB6A00333},6,1,0,0,0,0,0,0,2,7,0312804
-43.631465603814476,-22.998711701839376,1590,44390,1026025,,,Escola Municipal Rivadávia Manoel Pinto,"ESTRADA DA MATRIZ, ESQUINA COM RUA 24, SN",153,Pedra de Guaratiba,10,1,,,"sem local preciso, perto da rua 26 segundo o google",,,1,2012-07-04T12:27:13.000Z,,,2013-01-22T21:15:53.000Z,,0,,,{F8402E16-A18F-4555-A1C6-49FFD4D52CD3},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/1026025.jpg,0,2012-12-31T00:00:00.000Z,1026025,EM Rivadávia Manoel Pinto,10.27,1201,,1026025,Escola Municipal Rivadávia Manoel Pinto,{199CFE91-02EC-40E8-B049-1CFAD8CD57B6},,,,,,,,,14,,1026025
-43.582446777168592,-22.89653759524532,1591,44462,0918095,,,Escola Municipal Moacyr Scliar,Parque dos Eucaliptos - Jardins,144,Campo Grande,09,1,,n,PONTO ALEATÓRIO NA SUPOSTA RUA. ENDEREÇO INFORMADO DE MÁ QUALIDADE,,,1,2012-08-02T13:06:49.000Z,,,2013-01-22T21:15:53.000Z,,0,,,{0504618E-B3DF-4998-A2DC-7EB14AB6325A},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0918095.jpg,0,2012-12-31T00:00:00.000Z,918095,EM Moacyr Scliar,9.9,1005,,0918095,Escola Municipal Moacyr Scliar,{23DDAFD2-0C67-4A06-9AA9-B37F474DB42A},0,4,10,4,0,0,0,0,9,4,0918095
-43.200647976930476,-22.902002571941566,1593,44422,0101802,,,Espaço de Desenvolvimento Infantil Machado de Assis,Rua das Américas - Comunidade da Providência,3,Santo Cristo,01,4,,n,,,,1,2012-08-02T14:09:22.000Z,,,2013-01-22T21:15:53.000Z,,0,,,{D981A5F0-3D4E-4AC4-BCA3-CAC0E5138D66},0,1,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0101802.jpg,0,2012-12-31T00:00:00.000Z,101802,EDI Machado de Assis,1.5,1519,,0101802,Espaço de Desenvolvimento Infantil Machado de Assis,{12F6CB28-B24C-4A70-B524-A4C2B2721550},,,,,,,,,2,,0101802
-43.244500439525552,-22.984709545006307,1594,44407,0227005,,,Escola Municipal André Urani,"Estrada da Gávea, 147",29,Gávea,02,1,,n,a confirmar com SME,,,1,2012-08-02T14:18:44.000Z,,,2013-01-22T21:15:53.000Z,,0,,,{AD8E05EE-AC0E-480B-AA6A-33D1D68A3B72},1,2,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0227005.jpg,1,2012-12-31T00:00:00.000Z,227005,EM André Urani,2.6,10,,0227005,Escola Municipal André Urani,{7C82FD7A-CA9C-428C-8C78-B8E4C7EDA047},0,0,0,0,6,0,0,0,7,0,0227005
-43.246192825647867,-22.895034563623359,1596,44811,0313801,,,Espaço de Desenvolvimento Infantil Professor José Libonati Filho,"Rua Bérgamo, 342",58,Rocha,03,4,,,conferir NP (bairro carioca),,,1,2012-10-31T17:32:45.000Z,,,2013-01-22T21:15:53.000Z,,0,,,{CCD615D8-0B53-467F-AFB6-CDD46BDF09C3},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0313801.jpg,1,2012-12-31T00:00:00.000Z,313801,EDI Profº José Libonati Filho,3.1,133,,0313801,Espaço de Desenvolvimento Infantil Professor José Libonati Filho,{B82FBF12-560F-4915-83CD-766894A8FA22},,,,,,,,,4,,0313801
-43.320473319261588,-22.823514481781537,1598,44624,0514801,,,Espaço de Desenvolvimento Infantil Deputado Pedro Fernandes,"Rua Soldado Teodoro Ribeiro, 170",76,Irajá,05,4,,,,,,1,2012-10-31T17:58:17.000Z,,,2013-01-22T21:15:53.000Z,,0,,,{3521C5A0-BEED-4078-B1E1-7F1300535AAA},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0514801.jpg,0,2012-12-31T00:00:00.000Z,514801,EDI Dep. Pedro Fernandes,5.3,576,,0514801,Espaço de Desenvolvimento Infantil Deputado Pedro Fernandes,{FBD87408-C310-4BE7-90F8-B9E43FF27057},,,,,,,,,4,,0514801
-43.36169266960971,-22.823882342607789,1599,44402,0625803,,,Espaço de Desenvolvimento Infantil Professora Beatriz de Souza Madeira,"Rua Darwim Brandão, SN - Costa Barros (segundo rede fisica)",113,Costa Barros,06,4,,,"conferir local do ponto, S NP, bairro indicado aparentemente errado",,,1,2012-11-06T15:57:33.000Z,,,2013-01-22T21:15:53.000Z,,0,,,{30890449-07C3-44D0-AA3B-A298EBA695A2},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0625803.jpg,1,2012-12-31T00:00:00.000Z,625803,EDI Profª Beatriz de Souza Madeira,6.9,395,,0625803,Espaço de Desenvolvimento Infantil Professora Beatriz de Souza Madeira,{F22D822B-5A66-4BE7-944F-A27549F6DB7C},,,,,,,,,2,,0625803
-43.484273781322003,-22.975933875669995,1600,44404,0724802,,,Espaço de Desenvolvimento Infantil Porfírio Dias,"Estrada Cascatinha, Recreio dos bandeirantes (segundo rede física)",131,Vargem Grande,07,4,,,"conferir local, não ha na base de NP o numero espcificado na rede fisica. ",,,1,2012-11-06T16:24:12.000Z,,,2013-01-22T21:15:53.000Z,,0,,,{3CBC0EEC-B9A9-4183-B19D-641D51F0AC60},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0724802.jpg,0,2012-12-31T00:00:00.000Z,724802,EDI Porfírio Dias,7.25,714,,0724802,Espaço de Desenvolvimento Infantil Porfírio Dias,{2A3B2477-D7D3-4339-8236-B8698C9CA22E},,,,,,,,,3,,0724802
-43.360433224900845,-22.948969868374842,1601,44423,0734804,,,Espaço de Desenvolvimento Infantil Maria Beralda,RUA ANATOLE (segundo a rede fisica),118,Cidade de Deus,07,4,,,"conferir local, S NP, end indicado aparantemente errado. subst travessa por rua.",,,1,2012-11-06T17:25:03.000Z,,,2013-01-22T21:15:53.000Z,,0,,,{C36A3F35-1404-490A-99DC-7000C1A86F8C},0,1,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0734804.jpg,1,2012-12-31T00:00:00.000Z,734804,EDI Mª Beralda,7.15,734,,0734804,Espaço de Desenvolvimento Infantil Maria Beralda,{5E21BE53-4BC3-44DC-896C-F3890D65E12D},,,,,,,,,8,,0734804
-43.482659574420254,-23.020022521960048,1602,44467,0724803,,,Espaço de Desenvolvimento Infantil Vera Lucia Martins Costa,"Rua Aliomer Baleeiro, SN",132,Recreio dos Bandeirantes,07,4,,,conferir local. Nome da rua com erro (no terreno do CIEP Margareth Mee) ,,,1,2012-11-06T17:35:48.000Z,,,2013-01-22T21:15:53.000Z,,0,,,{F495631E-A900-43DD-AA91-35600B68EA1F},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0724803.jpg,1,2012-12-31T00:00:00.000Z,724803,EDI Vera Lucia Martins Costa,7.28,715,,0724803,Espaço de Desenvolvimento Infantil Vera Lucia Martins Costa,{AF2EC676-9148-4633-9AF0-A4B33D429105},,,,,,,,,2,,0724803
-43.453548562430115,-22.857179377468224,1603,44388,0817805,,,Espaço de Desenvolvimento Infantil Rafael Pereira da Silva,Rua Santa Ebba com Santa Euzébia com Rua do Encanamento,140,Padre Miguel,08,4,,n,"conferir local, SN, o bairro indicado nao confere com o do logradouro",,,1,2012-11-07T13:37:02.000Z,,,2013-01-22T21:15:53.000Z,,0,,,{71CD3FBB-C0C3-4BC4-9954-DF0555282494},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0817805.jpg,1,2011-12-31T00:00:00.000Z,817805,EDI Rafael Pereira da Silva,8.25,851,,0817805,Espaço de Desenvolvimento Infantil Rafael Pereira da Silva,{0897C6C6-4EA6-4504-BA7D-561B6FD69CFA},,,,,,,,,6,,0817805
-43.465671833414802,-22.84697309688757,1604,44405,0817806,,,Espaço de Desenvolvimento Infantil Professora Maria Yedda Leite Linhares,"Rua Roque Barbosa, SN",141,Bangu,08,4,,,"confrimar local, bairro indicado nao confere com o do logradouro",,,1,2012-11-07T14:45:37.000Z,,,2013-01-22T21:15:53.000Z,,0,,,{DEF32FD7-236C-4DF6-BBB5-AB7D8C47C8F6},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0817806.jpg,1,2012-12-31T00:00:00.000Z,817806,EDI Profª Mª Yedda Leite Linhares,8.25,852,,0817806,Espaço de Desenvolvimento Infantil Professora Maria Yedda Leite Linhares,{7B6D2FDD-C9DF-4460-9B59-F3E448CAF70F},,,,,,,,,2,,0817806
-43.410707496086694,-22.887660199604955,1605,44406,0833801,,,Espaço de Desenvolvimento Infantil Gessica Guedes Pereira,Rua Sebastião Lan S/n°,139,Realengo,08,4,,,"conferir local, SN",,,1,2012-11-07T14:56:58.000Z,,,2013-01-22T21:15:53.000Z,,0,,,{DBDECBAB-B341-4C13-9943-644E3D8473FD},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0833801.jpg,0,2012-12-31T00:00:00.000Z,833801,EDI Gessica Guedes Pereira,8.2,911,,0833801,Espaço de Desenvolvimento Infantil Gessica Guedes Pereira,{EE546328-C472-4594-BD04-0789C7376911},,,,,,,,,2,,0833801
-43.690049086995337,-22.925165197729093,1606,44677,1019805,,,Espaço de Desenvolvimento Infantil Professor Celso de Almeida Chaves,Rua Barão de Loreto SN,149,Santa Cruz,10,4,,,"confiormar local, SN, confirmar se não seria o EDI em contrução ao lado.",,,1,2012-11-07T15:12:47.000Z,,,2013-01-22T21:15:53.000Z,,0,,,{D13ADC88-BD10-4985-B931-4763CD533691},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/1019805.jpg,1,2012-12-31T00:00:00.000Z,1019805,EDI Profº Celso de Almeida Chaves,10.11,1171,,1019805,Espaço de Desenvolvimento Infantil Professor Celso de Almeida Chaves,{D46F97FF-34B3-4F64-BCE0-3CD99BA3045E},,,,,,,,,2,,1019805
-43.661003771384841,-22.883481158244479,1607,44833,1019807,,,Espaço de Desenvolvimento Infantil Professor Antonio Alfredo Mercadante,Estrada dos Palmares SN,149,Santa Cruz,10,4,,,"confirmar local, SN, estrada longa",,,1,2012-11-07T15:18:49.000Z,,,2013-03-11T14:56:02.000Z,,0,,,{8B048355-0F5C-4BAE-9355-0030691EB926},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/1019807.jpg,1,2012-12-31T00:00:00.000Z,1019807,EDI Profº Antonio Alfredo Mercadante,10.2,1173,,1019807,Espaço de Desenvolvimento Infantil Professor Antonio Alfredo Mercadante,{A40632B1-1453-4397-A94F-9D6839ABA435},,,,,,,,,8,,1019807
-43.246201018073023,-22.894904228849505,1609,44812,0313056,,,Escola Municipal Ministro Carlos Alberto Menezes Direito,"Rua Bérgamo, 342",58,Rocha,03,1,,,confirmar local,,,1,2012-11-07T15:59:00.000Z,,,2013-01-22T21:15:53.000Z,,0,,,{2222BE89-E6A6-4C33-AF8D-9283BB662593},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0313056.jpg,1,2012-12-31T00:00:00.000Z,313056,EM Ministro Carlos Alberto Menezes Direito,3.1,117,,0313056,Escola Municipal Ministro Carlos Alberto Menezes Direito,{8E8EBD02-23EF-40A9-A900-8CB39A2D39EB},,,,,,,,,9,,0313056
-43.392306099341127,-22.954867574694283,1611,44763,0716807,,,Espaço de Desenvolvimento Infantil Leila Diniz,"Estrada de Curicica, 2000",115,Jacarepagua,07,4,,,conferir numeraçao da base de NP.,,,1,2012-11-07T17:36:07.000Z,,,2013-01-22T21:15:53.000Z,,0,,,{1A84F463-28C7-47C7-8F58-3837577FE2B0},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0716807.jpg,1,2012-12-31T00:00:00.000Z,716807,EDI Leila Diniz,7.9,674,,0716807,Espaço de Desenvolvimento Infantil Leila Diniz,{6732792B-1DB0-406B-B023-1EEAE74F0134},,,,,,,,,10,,0716807
-43.471722800563526,-22.863767448735558,1612,44414,0817807,,,Espaço de Desenvolvimento Infantil Maria do Carmo Souza Piran,Rua Fausto Cupertino SN,141,Bangu,08,4,,,"conferir local, SN",,,1,2012-11-07T17:46:27.000Z,,,2013-01-22T21:15:53.000Z,,0,,,{6BB34591-6681-4658-ADE8-D2911B2C9BB0},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0817807.jpg,1,2012-12-31T00:00:00.000Z,817807,EDI Mª do Carmo Souza Piran,8.19,853,,0817807,Espaço de Desenvolvimento Infantil Maria do Carmo Souza Piran,{BE19E957-0DD0-4099-BF81-45F5461ECA6C},,,,,,,,,6,,0817807
-43.200933934479437,-22.926866616286972,1613,44421,0103804,,,Espaço de Desenvolvimento Infantil Zélia Gattai Amado,Travessa Marrocos - Comunidade Fogueteiro,7,Rio Comprido,01,4,,,,,,1,2012-11-29T17:08:10.000Z,,,2013-01-22T21:15:53.000Z,,0,,,{EFF07FCE-6607-4F8A-9153-72AB605FA9C9},0,1,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0103804.jpg,0,2012-12-31T00:00:00.000Z,103804,EDI Zélia Gattai Amado,1.11,1554,,0103804,Espaço de Desenvolvimento Infantil Zélia Gattai Amado,{51767F06-64BF-4B20-A939-EC0628CC3749},,,,,,,,,8,,0103804
-43.353628597330008,-22.823837778121465,1614,44762,0625041,,,Escola Municipal Jornalista e Escritor Daniel Piza,Rua Projetada sn,114,Pavuna,06,1,,,(PARQUE DE NOVA CIDADE DE ACARI),,,1,2012-11-30T15:49:00.000Z,,,2013-01-22T21:15:53.000Z,,0,,,{D16D5830-7D0D-4E87-806B-0266B7D1BFAF},1,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0625041.jpg,1,2012-12-31T00:00:00.000Z,625041,EM Jorn. e Escritor Daniel Piza,6.7,371,,0625041,Escola Municipal Jornalista e Escritor Daniel Piza,{61CF6848-4FF8-4398-A0D8-A5ECD4BCDA0D},,,,,,,,,13,,0625041
-43.607153830599763,-22.993690706052632,1615,44676,1026026,,,Escola Municipal Doutor Sócrates,Rua Bidu Sayão SN,151,Guaratiba,10,1,,,escola na vila olímpica,,,1,2012-11-30T15:57:39.000Z,,,2013-01-22T21:15:53.000Z,,0,,,{F356EB8A-56C4-4A3B-8AB3-F7AA8267A382},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/1026026.jpg,0,2012-12-31T00:00:00.000Z,1026026,EM Dr. Sócrates,10.27,1202,,1026026,Escola Municipal Doutor Sócrates,{1AB672E5-F4B4-4A51-BB59-B97AE60873F9},,,,,,,,,13,,1026026
-43.44524392004999,-22.863933691463799,1616,44461,0833802,,,Espaço de Desenvolvimento Infantil Professora Zena Elian,Rua General Americano Freire s/n.°,139,Realengo,08,4,,,conferir local,,,1,2012-11-30T16:10:20.000Z,,,2013-01-22T21:15:53.000Z,,0,,,{464E9F69-3937-40AC-AB6A-A8D1F28DB16B},0,2,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0833802.jpg,1,2012-12-31T00:00:00.000Z,833802,EDI Profª Zena Elian,8.15,912,,0833802,Espaço de Desenvolvimento Infantil Professora Zena Elian,{8326DA60-FC0A-4EF3-B913-62416B0BC48F},,,,,,,,,2,,0833802
-43.35476677407798,-22.901770784091259,1617,,0716810,,,Espaço de Desenvolvimento Infantil Eu Sou,"Rua Cândido Benício, 2399",124,Praça Seca,07,4,,,,,,1,2013-01-22T10:39:59.000Z,,,2013-01-22T21:15:53.000Z,,0,,,{BA954933-08A6-47FE-91CE-D7C18874AFAD},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/716810.jpg,0,2012-12-31T00:00:00.000Z,716810,EDI Eu Sou,7.3,,,,,,,,,,,,,,,,
-43.666210261755658,-22.886308804314528,1618,,1019806,,,Espaço de Desenvolvimento Infantil  Professor Rubem Gonçalves,"Estrada dos Palmares, 4063",149,Santa Cruz,10,4,,,,,,1,2013-01-22T10:45:22.000Z,,,2013-03-11T14:56:57.000Z,,0,,,{A08AAE27-93F9-4C87-8A48-BA83D8684E69},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/1019806.jpg,1,,1019806,EDI Profº Rubem Gonçalves,10.2,1172,10,1019806,EDI Professor Rubem Gonçalves,{25AE249B-0F28-47D2-B09F-1FE4987B3F18},,,,,,,,,8,,1019806
-43.638599847081757,-22.894293625623483,1619,,1019808,,,Espaço de Desenvolvimento Infantil Geografo Aziz Ab'saber,"Travessa do Furado, 83",148,Paciência,10,4,,,,,,1,2013-01-22T10:58:28.000Z,,,2013-01-22T21:15:53.000Z,,0,,,{3D362510-B0A8-4D07-A394-DB2B94BC7013},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/1019808.jpg,1,2012-12-31T00:00:00.000Z,1019808,EDI Geografo Aziz Ab'saber,10.3,1174,10,1019808,EDI Geografo Aziz Ab'saber,{E6823319-C471-4B11-9EB3-6DBBE4CF4943},,,,,,,,,8,,1019808
-43.34562979510202,-22.9045384496882,1620,,0716809,,,Espaço de Desenvolvimento Infantil  Professor Roberto Luiz Pereira,Rua Brício de Abreu s/n,124,Praça Seca,07,4,,,,,,1,2013-01-22T11:04:37.000Z,,,2013-01-22T21:15:53.000Z,,0,,,{73EAFB2C-A2BF-4FED-90D4-16231770FF97},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/716809.jpg,1,2012-12-31T00:00:00.000Z,716809,EDI Profº Roberto Luiz Pereira,7.3,,,,,,,,,,,,,,,,
-43.490043518891291,-22.879882344317316,1621,,0817808,,,Espaço de Desenvolvimento Infantil  Antonio Flavio Pierucci,"Rua A, PAA 12162",142,Senador Camará,08,4,,,"Dentro do conjunto habitacional MCMV, 1km após a EM Collecchio",,,1,2013-01-22T11:09:30.000Z,,,2013-01-22T21:15:53.000Z,,0,,,{78C8101A-3D95-47DA-8553-399A9335483F},0,0,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/817808.jpg,1,2012-12-31T00:00:00.000Z,817808,EDI Antonio Flavio Pierucci,8.12,,,,,,,,,,,,,,,,
-43.227143282965898,-22.880115088523961,1623,,0101011,,,Escola Municipal Félix Mielli,"RUA CARLOS SEIXAS, S/N
",4,Caju,01,1,,s,"antigo ESCOLA PADRÃO COM 13 SL NA VILA OLÍMPICA DO CAJU
13SL EF (6º AO 9º ANO)
",,,1,2013-01-22T11:48:18.000Z,,,,2013-01-22T11:51:15.000Z,154,,,{90252E10-A5A4-4C57-AAE1-3AC7DEB614FF},0,1,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0101011.jpg,1,2013-12-31T00:00:00.000Z,101011,EM Félix Mielli,1.1,1509,1,0101011,Escola Municipal Félix Mielli,{D05AE945-2596-4F77-A4BD-50D665EB8E74},,,,,,,,,,,0101011
-43.196215240614919,-22.92198794894588,1625,,0103807,,,Espaço de Desenvolvimento Infantil Maria Luiza Nobre - Tia Luizinha,"RUA ITAPIRU, ENTRADA PRÓX AO N° 527
",6,Catumbi,01,4,,s,"ant EDI Prof. Marcos Avelar do Nascimento; EDI Morro da Coroa EDI 2 BERÇ + 6 SL.",,,1,2013-01-22T12:01:51.000Z,,,2013-01-22T12:02:40.000Z,,154,,,{B82D66D4-244E-4C5C-8306-475EF7D14BA6},0,2,0,http://portalgeo.rio.rj.gov.br/bcoimagens/Educacao/0103807.jpg,1,2013-12-31T00:00:00.000Z,103807,EDI Mª Luiza Nobre - Tia Luizinha,1.8,1555,1,0103807,Espaço de Desenvolvimento infantil prof Marcos Avellar do Nascimento,{FEEFF8F3-642B-4314-9A5B-9A080B536904},,,,,,,,,,,0103807
